Name,Status,Attribute,type
Livre de Magie du Savoir,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Coup Gravitationnel,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Repère de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Tenue du Crépuscule,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Lavage de Cerveau du Monde Ténébreux,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Trappe de Rupture,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Violent Orage de Poussière,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Retour au Front,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Circuit Grand Prix F.A.,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Déportance F.A.,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Patriarche Enfernité,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Acolyte du Mal Chilam Sabak,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Reptile/Effet]
Dangereux - HÉROS de la Destinée,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Guerrier/Fusion／Effet]
Acteur des Abysses - Doublure Branchée,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Pendule／Effet]
Golem Rouages Ancients - Frappe Ultime,Unlimited(OCG)/Unlimited(TCG),TERRE,[Machine/Effet]
Compilateur Défectueux,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Cyberse/Effet]
Condensateur Acharné,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Cyberse/Effet]
"Héritage du Monde - ""Armure du Monde""",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
Bête Fantôme Méca Raiten,Unlimited(OCG)/Unlimited(TCG),VENT,[Machine/Effet]
L'Accumulateur,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Tonnerre/Effet]
Duck Dummy,Unlimited(OCG)/Unlimited(TCG),WATER,[Winged Beast/Gemini／Effect]
Leng Ling,Unlimited(OCG)/Unlimited(TCG),DARK,[Dragon/Union／Effect]
Amano-Iwato,Unlimited(OCG)/Unlimited(TCG),EARTH,[Rock/Spirit／Effect]
Striborg Ventonnant,Unlimited(OCG)/Unlimited(TCG),VENT,[Machine/Effet]
Destrudo le Frisson du Dragon Perdu,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Syntoniseur／Effet]
Chauve-Chat Noir Farstar,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Lien／Effet]
Bloc de Sécurité,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Affrontement de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Temple de l'Oeil de l'Esprit,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Épée de Bambou Ardente,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Balise Cyberse,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Usurpation Personnelle,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Pions de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
À Forces Égales,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Chimère Vendetterreur,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Zombie/Rituel／Effet]
Crosseur Whip F.A.,Unlimited(OCG)/Unlimited(TCG),VENT,[Machine/Effet]
Chargeur Turbo F.A.,Unlimited(OCG)/Unlimited(TCG),VENT,[Machine/Effet]
Grand Prix F.A. Tout-Terrain,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Arrêt au Stand F.A.,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Renard Cramoisi Clair de Lune,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête-Guerrier/Effet]
Zombino,Unlimited(OCG)/Unlimited(TCG),EARTH,[Zombie/Normal]
Clown Flick,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Cyberse/Effet]
Étoile Jaune Mekk-Chevalier,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Psychique/Effet]
Tombée de la Nuit Violette Mekk-Chevalier,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Psychique/Effet]
"Héritage du Monde - ""Bouclier du Monde""",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
"Maître Cerbère, Bête Mythique",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Magicien/Pendule／Effet]
Oiseau Fantôme de l'Enchantement,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête Ailée/Effet]
Boarder Inspecteur,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Machine/Effet]
Overtex Qoatlus,Unlimited(OCG)/Unlimited(TCG),DARK,[Dinosaur/Effect]
Contact Cancrelat,Unlimited(OCG)/Unlimited(TCG),TERRE,[Insecte/Effet]
Preneur Underclock,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Cyberse/Lien／Effet]
Sorcier de la Récupération,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Cyberse/Lien／Effet]
Spectre Suprême Mekk-Chevalier,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Cyberse/Lien／Effet]
Cicatrices de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Clé de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Gloire du Chevalier Noble,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Pouvoir des Gardiens,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Remplace-Colonne,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Transfert de Places,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Rafraîchissement Borrelle,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Chuchotements de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Secret de l'Héritage du Monde,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Appel de l'Archdémon,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Techniques du Parchemin du Sens Secret,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Tir Parthe,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Transport Autocaravane F.A.,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Machine/Synchro／Effet]
Cité Grand Prix F.A.,Unlimited(OCG)/Unlimited(TCG),MAGIE,
"Ruine, Reine de l'Oubli",Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Elfe/Rituel／Effet]
"Peine, Roi de l'Armageddon",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Rituel／Effet]
Fin du Monde,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Usine de Recyclage Fusion,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Masaki le Spadassin Légendaire,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Normal]
Dragon Noir aux Yeux Rouges,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Dragon/Normal]
Axe Raider,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Warrior/Normal]
Garoozis,Unlimited(OCG)/Unlimited(TCG),FIRE,[Beast-Warrior/Normal]
Le Spadassin de Landstar,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Normal]
Alligator Cybertech,Unlimited(OCG)/Unlimited(TCG),VENT,[Machine/Normal]
Glaive de l'Alligator,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Bête/Normal]
Meotoko,Unlimited(OCG)/Unlimited(TCG),EARTH,[Beast/Normal]
Kageningen,Unlimited(OCG)/Unlimited(TCG),DARK,[Warrior/Normal]
Loup,Unlimited(OCG)/Unlimited(TCG),TERRE,[Bête/Normal]
Héros de l'Est,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Normal]
Garde des Marais,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
Jinzo,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DARK,[Machine/Effect]
Le Pêcheur Légendaire,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EAU,[Guerrier/Effet]
Bête Folle à l'Épée,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Dinosaure/Effet]
Troupe d'Assaut Gobeline,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Effet]
Démon Mégacyber,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Guerrier/Effet]
Gearfried le Chevalier de Fer,Unlimited(OCG)/Unlimited(TCG)/Limited 3(TCGSpeed Duel),TERRE,[Guerrier/Effet]
Dragon de Métal Noir aux Yeux Rouges,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Effet]
Petit Guerrier Ailé,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Guerrier/Effet]
Reine Insecte,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Insecte/Effet]
Poussin Dragon Noir,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Dragon/Effet]
Dragon des Ténèbres aux Yeux Rouges,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Dragon/Effet]
Gearfried le Maître Escrimeur,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Guerrier/Effet]
"Gilford, L'Éclair",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Guerrier/Effet]
Guerrier Roquette,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Guerrier/Effet]
Guerrier Panthère,Unlimited(OCG)/Unlimited(TCG),TERRE,[Bête-Guerrier/Effet]
"Gilford, La Légende",Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Effet]
Copiechat,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Magicien/Effet]
Compagnon du Spadassin de Landstar,Unlimited(OCG)/Unlimited(TCG),TERRE,[Guerrier/Syntoniseur／Effet]
Vouivre aux Yeux Rouges,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Dragon/Effet]
Dragon Sombre Métallique aux Yeux Rouges,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Effet]
Gearfried Phénix,Unlimited(OCG)/Unlimited(TCG),FEU,[Guerrier/Gémeau／Effet]
Gearfried Rayon Lumineux,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Guerrier/Effet]
Spadassin des Flammes,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),FEU,[Guerrier/Fusion]
Dragon Millénaire,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Dragon/Fusion]
Dragon du Glaive de l'Alligator,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),VENT,[Dragon/Fusion／Effet]
Raigeki,Unlimited(OCG)/Unlimited(TCG),SPELL,
Hinotama,Unlimited(OCG)/Unlimited(TCG),SPELL,
Polymérisation,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Monster Reborn,Limited(OCG)/Limited(TCG)/Unlimited(TCGSpeed Duel)/Limited 2(UpcomingTCGSpeed Duel),SPELL,
Pot de Cupidité,Forbidden(OCG)/Forbidden(TCG),MAGIE,
Salamandra,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),SPELL,
Le Guerrier Réincarné,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Météore Destructeur,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Sacrifice Inutile,Limited(OCG)/Limited(TCG)/Limited 2(TCGSpeed Duel),MAGIE,
Machine Dangereuse Type 6,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Trappe,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Boîte Féérique,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Puissance Accumulée,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Trappe sans Fond,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Laissez Tomber,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Bouclier Magique de Bras,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Kunai avec Chaîne,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Guerrière Amazonesse,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Effet]
"Bébé Dragon, Familier de Harpie",Unlimited(OCG)/Unlimited(TCG),VENT,[Dragon/Effet]
Scouts Amazonesse,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Guerrier/Effet]
Le Plumeau de Dame Harpie,Limited(OCG)/Limited(TCG),MAGIE,
Duplication de Sort,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Terrain de Chasse des Harpies,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Miroir de Fée,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Mur Miroir,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Filet Gravitationnel,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
L'Ombre des Yeux,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Aile de Gryphon,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Clique Hystérique,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Newdoria,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DARK,[Fiend/Effect]
Helpoemer,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DARK,[Fiend/Effect]
Drillago,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DARK,[Machine/Effect]
Lekunga,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),WATER,[Plant/Effect]
Makyura le Destructeur,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Guerrier/Effet]
Machine à Spectre,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Carte d'Inviolabilité,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Sort de la Douleur,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Brouilleur Magique,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Force de Miroir,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Vendeur de Cercueils,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Filin de Survie,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Roue du Cauchemar,Unlimited(OCG)/Unlimited(TCG)/Limited 1(TCGSpeed Duel),PIÈGE,
Jugement d'Anubis,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Catastrophe Infernale,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Roi Rex à Deux Têtes,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Dinosaure/Normal]
Kabazauls,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),WATER,[Dinosaur/Normal]
Dragon Bras d'Épée,Unlimited(OCG)/Unlimited(TCG),TERRE,[Dinosaure/Normal]
Driceratops des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Dinosaure/Effet]
Tyrrano-Infinité,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Dinosaure/Effet]
Battement de Queue,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Monde Jurassique,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Instinct du Chasseur,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Instinct de Survie,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Onde de Choc Sismique,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Seiyaryu,Unlimited(OCG)/Unlimited(TCG),LIGHT,[Dragon/Normal]
Zoa,Unlimited(OCG)/Unlimited(TCG),DARK,[Fiend/Normal]
Giganto,Unlimited(OCG)/Unlimited(TCG),DARK,[Machine/Normal]
Trancheur à l'Épée,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Normal]
Dragon Zombie,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DARK,[Zombie/Normal]
Zombie Cuirassé,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Zombie/Normal]
Tête Cheveux Serpent,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Zombie/Normal]
Bébé Vampire,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Zombie/Effet]
Patricien des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Zombie/Effet]
Désespoir des Ténèbres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Zombie/Effet]
Crainte des Ténèbres,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Zombie/Effet]
Ryu Kokki,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DARK,[Zombie/Effect]
Tour d'Ossements Buveuse d'Ames,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Zombie/Effet]
Vampire Genesis,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),DARK,[Zombie/Effect]
Zombie réincarné,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Zombie/Effet]
Loup de la Peste,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Zombie/Effet]
Paladin du Dragon Maudit,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Zombie/Effet]
Commandant des Crânes,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Zombie/Effet]
Grand Mammouth de Goldfine,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Zombie/Fusion]
Le Livre de la Vie,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
L'Appel de la Momie,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Canon Immortel des Enfers,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Pyramide des Merveilles,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Appel de l'Être Hanté,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Piège du Tombeau Royal,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Mur du Labyrinthe,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Rocher/Normal]
Sanga du Tonnerre,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LUMIÈRE,[Tonnerre/Effet]
Kazejin,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),WIND,[Spellcaster/Effect]
Suijin,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),WATER,[Aqua/Effect]
Jirai Gumo,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Insect/Effect]
Char du Labyrinthe,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Machine/Fusion]
Labyrinthe Magique,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Impact de Météores Féeriques,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Poupée de Sacrifice,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Riryoku,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),SPELL,
Bête de Talwar,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Normal]
Accord avec le Maître des Ténèbres,Unlimited(OCG)/Unlimited(TCG),MAGIE,
"Beiige, Avant-garde du Monde Ténébreux",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
"Broww, Chasseur du Monde Ténébreux",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
"Brron, Roi Fou du Monde Ténébreux",Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Effet]
"Sillva, Seigneur de Guerre du Monde Ténébreux",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
"Goldd, Wu-Lord du Monde Ténébreux",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
"Scarr, Éclaireur du Monde Ténébreux",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
"Snoww, Chanoinesse du Monde Ténébreux",Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Foudre du Monde Ténébreux,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Passage vers le Monde Ténébreux,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Transactions du Monde Ténébreux,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Grimoire du Monde Ténébreux,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Portail du Monde Ténébreux,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Les Forces des Ténèbres,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Jarre Dés,Unlimited(OCG)/Unlimited(TCG),LUMIÈRE,[Rocher/Flip／Effet]
Dragon à Recul,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Machine/Effet]
Dragon Double Barillet,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Machine/Effet]
Deuxième Pile ou Face,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Destruction Aveugle,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Mur de Piques,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Relance de Dé,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Dé Explosif,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Sixième Sens,Forbidden(OCG)/Forbidden(TCG),PIÈGE,
Trappe d'Adhérence,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Trappe Géante,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Trappe Perfide,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Trappe du Chaos,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),PIÈGE,
Lily Fée des Piqûres,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Magicien/Effet]
Violent Orage,Limited(OCG)/Forbidden(TCG),MAGIE,
Typhon d'Espace Mystique,Unlimited(OCG)/Unlimited(TCG)/Limited 1(TCGSpeed Duel),MAGIE,
Renfort de l'Armée,Limited(OCG)/Limited(TCG)/Limited 2(TCGSpeed Duel),MAGIE,
Le Livre de la Lune,Unlimited(OCG)/Unlimited(TCG)/Limited 3(TCGSpeed Duel),MAGIE,
Agneaux Égarés,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Pot d'Avarice,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Corne du Paradis,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Destruction en Chaîne,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Hommage Torrentiel,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Dispositif d'Évacuation Obligatoire,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Corne Céleste Ténébreuse,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Mur de Fer Impérial,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Robe du Magicien,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Magicien/Effet]
Bouc Fantôme,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Zombie/Flip／Syntoniseur／Effet]
Le Livre de la Lune,Unlimited(OCG)/Unlimited(TCG)/Limited 3(TCGSpeed Duel),MAGIE,
Métamorphose,Forbidden(OCG)/Forbidden(TCG),MAGIE,
Agresseur Nocturne,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TÉNÈBRES,[Démon/Flip／Effet]
Limiter Removal,Unlimited(OCG)/Unlimited(TCG),SPELL,
Reflect Bounder,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),LIGHT,[Machine/Effect]
Contrôleur d'Ennemi,Unlimited(OCG)/Unlimited(TCG)/Limited 3(TCGSpeed Duel),MAGIE,
Pot d'Avarice,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),MAGIE,
Garde Mystérieux,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),TERRE,[Magicien/Flip／Effet]
Bouclier Humain,Unlimited(OCG)/Unlimited(TCG),MAGIE,
Compte à Rebours Final,Unlimited(OCG)/Limited(TCG),MAGIE,
Mudora,Unlimited(OCG)/Unlimited(TCG)/Unlimited(TCGSpeed Duel),EARTH,[Fairy/Effect]
Oiseau Furtif,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Bête Ailée/Effet]
Emissaire Post-Mortem,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
Rugissement Menaçant,Unlimited(OCG)/Unlimited(TCG),PIÈGE,
Dragon Poussière d'Étoile Corrompu,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Effet]
"Neptune, le Tyran",Forbidden(OCG)/Forbidden(TCG),EAU,[Reptile/Effet]
Dragon Étoile Filante,Unlimited(OCG)/Unlimited(TCG),VENT,[Dragon/Synchro／Effet]
Insecte Assassin à la Faux,Unlimited(OCG)/Unlimited(TCG),VENT,[Insecte/Effet]
Gandora le Dragon de la Destruction,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Dragon/Effet]
Avatar le Démon de l'Enfer,Unlimited(OCG)/Unlimited(TCG),TÉNÈBRES,[Démon/Effet]
